Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.7277720053436247,0.7282065519156025,0.7277396395941649,0.7277548175366311,0.754169062679701,0.726885083656512,0.7277720053436247,0.7409604519774012,0.7270645237678686,0.7275162394095323,0.45462392009759445,0.5354755541129005
