Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.693483746474692,0.7824870051979208,0.7117109246952777,0.7140116463265793,0.5626797009775734,0.6978786660763903,0.693483746474692,0.6546245191503597,0.689553753904733,0.6884183075025944,0.409355959392315,0.6938548206888575
