Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC
0.653258126762654,0.6389294403892944,0.657302558032485,0.6567053021672842,0.7550316273720529,0.6498386120904449,0.653258126762654,0.6921454928835004,0.6476357773625793,0.6490826569379218,0.3070504647374059
