Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.7233189847112959,0.7176375404530745,0.7239557791403701,0.7237503918355582,0.7650948821161587,0.7219153453231913,0.7233189847112959,0.7406067353186752,0.7220845381427982,0.722686640143914,0.4458664556346872,0.5871959922894388
