Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.703131957844738,0.6654724585759069,0.7213315617406175,0.7195157470466778,0.8545140885566418,0.6980456297339821,0.703131957844738,0.7482376636455186,0.6932870054213127,0.6950732892495894,0.4187302163681352,0.6234208746219146
