Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC
0.6615704319430014,0.6845348120764018,0.6623762573701975,0.6630965666296095,0.6388729154686601,0.6623330517815837,0.6615704319430014,0.6609161213563355,0.6615691717892789,0.6615479430458004,0.3247093062773289
