Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC
0.6695858690811934,0.6375824175824176,0.6868753423074411,0.685272974708394,0.8341000575043128,0.6640583135020797,0.6695858690811934,0.7227204783258595,0.6569900592143436,0.6591267612754127,0.35019111064721575
