Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.6960071248330117,0.671792407496396,0.7034690192821786,0.7024393060595148,0.8039102932719954,0.6923816578357522,0.6960071248330117,0.731937172774869,0.690445788992851,0.6917945515055811,0.3956953739821589,0.5845785827948135
