Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.8782841027163426,0.8943620178041543,0.8782769399980082,0.8787998184364149,0.8665899942495687,0.8786770161490249,0.8782841027163426,0.8802570093457943,0.8782510522128912,0.8783162599629439,0.7569538504200358,4.387085613637534
