Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.8799168769481965,0.8798747509251352,0.8799187650407314,0.8799173342716479,0.8887291546866015,0.8796207909057432,0.8799168769481965,0.8842797882992418,0.8797459407329928,0.8798933227453141,0.7595394974975184,1.751437629418376
