Accuracy,Precision,Macro Precision,Weighted Macro Precision,Recall,Macro Recall,Weighted Macro Recall,F1-Score,Macro F1-Score,Weighted Macro F1-Score,MCC,Loss
0.8339023304141309,0.8015852723088724,0.8401061534934313,0.8388539532589918,0.9013801035077631,0.831635126930316,0.8339023304141309,0.8485586682907025,0.8323319224773151,0.8328594061248038,0.6716878661508652,2.3013527214166896
